lang_id,text
zul,ngaphezulu kwezinyathelo ezihlangabezana nesihloko zalesisekelo sesivumelwane izwe ngalinye liyocabanga ngokumisa umthetho nezinye izinyathelo ezifanele ezivumela abantu abahlukunyezwe ngokudayiswa bahlale ezweni layo okwesikhashana noma ngokugcwele kuye ngesimo ngasinye
eng,any other expenditure stating the nature and purposes thereof and the estimated amount in each case and the amounts if any to be provided in respect of the matters listed above otherwise than out of the proceeds of the issue and the urces from which those amounts are to be provided
eng,we must also look for south african tourism the king shaka international airport has opened and we need massive assistance from south african tourism and the national department to make sure that the world s airlines land at king shaka international airport
eng,the presiding officer must ensure that the agreement was entered into freely and voluntarily and that the plea is in conformity with the facts which rights have to be explained to the accused before the agreement is concluded
tsn,dipuo tsa semmuso di tlile go dirisiwa mo ditirong tsotlhe tsa kokoanopeomolao go akaretsa phasalatso ya dihansard jaaka ntlha ya tshwanelo ka go tlhokega ntle le fa e le gore mo mabakeng a dikgotlapeomolao tsa diporofense maemo a kgaolo a tla tlhomamisa di puo tse di tshwanetseng go dirisiwa
sot,dikamano tsa mosebetsi le ramosebetsi tsa tshebeletso ya bolaodi bo ka sehloohong e tla ba tse reretsweng ho tshireletsa ditokelo le ditabatabelo tsa ditho tsa tshebeletso ya bolaodi bo ka sehloohong ka mokgwa o loketseng boemo bo hodimo ba basebetsi bao eleng ditho
nso,ba motšeakarolo wa mahlahla ka go komiti ya wate mme ba amogela maikarabelo a bjalo ka go laola sebopego le lefelo la kgahlego thuša khanselara ya wate go sedimoša setšhaba ka ga ditokelo tša bona le maswanedi a sona go šoma ka sehlopha le go gata ka mošito o tee
tsn,setifikeiti se se botala jwa tlhago se ntshiwa fa sampole e ntshitswe semmuso go tswa mo setlhotshwana sa dijalo seed lot ka fa tlase ga taolo ya laboratori e e tshwailweng semmuso fela diteko di dirwa kwa laboratori e nngwe e e tshwailweng semmuso kwa nageng e e farologaneng
nso,go nagana ka ditlamorago tše mpe tša tlhalano gore ba nagane ka bophelo bjo ba tlilego go bo phela ka marago ga tlhalano gore ba se lebale gore batho ka moka re na le diphošo ka fao re swanela go swarelana
nbl,nakube ukuvezwa kwamazizokho kuyenziwa isikhulu selwazi kumele sinikele imvumo nakube kunamabanga azwakalako wokukholwa bonyana ukutshwiliswa kuzokufelelisa khulu umbawi nakube ukufikelela okunjalo kuyatshwiliswa
tso,tanihi leswi hlamuseriweke vaofisiri va mahungu va tihuvo ta mfumo ta boheka ku pfuna vanhu lava hlulekaka ku tata tifomo hi ku va na nga dyondzangi kumbe va ri vatsoniwa loko va ndla swikombelo muofisiri wa mahungu u fanele ku hunguta xikombelo xa vona ku va lexi tsariwaka
ven,ri ḓo ḓivhadza mbekanyamushumo khulwane kha u fhaṱa tshomedzo dza ikonomi na matshilisano ri ḓo bveledza na u shumisa kushumele kwa mvelaphanḓa ya vhupo ha mahayani zwo ḓi tumanya na mvusuludzo ya zwa vhulimi na tsireledzo ya zwiḽiwa
ven,pholisa ḽa ridzeve ḽo khethwaho kha khethekanyo iṅwe ḽi nga fhiriselwa kha iṅwe khethekanyo arali ḽi tshi swikelela ṱho ḓea dza khethekanyo iyo musi ḽo ḓiimisela u gudiswa vhugudisi vhu toḓeaho kha khethekanyo iyo kana muthu o no wanaho vhugudisi uvho
tso,swivilelo swi nga endliwa hi munhu xiviri hi riqingho hi papila kumbe hi email eka hofisi ya le kusuhani ya icd swivilelo swi fanele ku endliwa hi minkarhi ya ku tirha eka tiawara ta ku sukela eka h ku fika eka h
tso,xivono xa hina i ku aka palamende leyi tirhelaka vanhu leyi angulaka eka swilaveko swa vanhu na ku va yi fambisiwa hi xikongomelo xo fikelela risima ro antswa ra vutomi bya vanhu hinkwavo va afrika dzonga
zul,a izindleko ezilinganiselwe kuyo yonke iminyaka yezezimali kuze kube yileso sikhathi lapho iphrojekthi isebenza khona kanye b nezindleko ezilinganiselwe zokusebenzisa kanye nemali engenayo yephrojekthi kufakwa nentela kamasipala nemibandela yamatherifi
ven,nga thikhedzo ya thandela dza vhufa vhunzhi ha thandela ntswa dza miziamu dzo thomiwa khulwanesa ndi thandela ya freedom park miziamu dzi o bveledzisa ndivhotiwa dza u alusa u imelelwa ha sekhithara ya vhufa ya shango
ven,n ḓila i lelulwaho ya u ita khumbelo ya ndaela ya muthelo ndi u ita khumbelo nga kha efiling khumbelo yavho ya ndaela ya muthelo nga kha tshumelo heyi i anzela u wana thendelo hu saathu fhela awara dza arali ofisini i sa ṱo ḓi ṱhanziela ya kushumisele kwa masheleni
ven,zhendedzi a lushaka a u fhaulula na u etshedza dzinnu vhupo ha dzioroboni nurcha o thomiwa hu u itela u thusa vhafhai vhane vha shuma kha maraga wa dzinnu dza mitengo ya fhasi u wana ndambedzo dza masheleni nga maana nga u shuma sa muambeleli vhukati ha zwiimiswa zwa masheleni na vhafhai
tso,tinhlayo sayense khompyuta na sayense ya vutomi ku tirhana na tinomboro ku ololoxa swiphiqo ku tirhana na tikhompyuta ku hlayisa mahungu no tirhana na swilo leswi hanyaka tidyondzo ta khompyuta vanwatinhlayo ntivo-vutomi dyondzo ya swimila na swiharhi
tsn,mongwe le mongwe o na le tshwanelo go dirisa puo le go tsaya karolo mo botshelong jwa setso tsa boitlhophelo jwa bona fela ga go ope yo o diragatsang ditshwanelo tse yo o ka dirang jalo ka mokgwa o o sa tsweleleng le ditshiamelo dipe tsa molaotlhomo wa ditshwanelo
xho,ukuza kutsho namhlanje iikomishina zakwa-ccma zisindise imisebenzi engaphezu kwamawaka amane ngeenkqubo zasemthethweni zokwenza lula nokuqhubekeka ngokunikezela iingcebiso nenkxaso kubasebenzi abadendiweyo
afr,die meeste sake word binne uur van iemand se inhegtenisneming deur die gemeenskapshowe hanteer as iemand egter op n vrydag of oor n naweek gearresteer word sal sy of hy tot maandagoggend moet wag om oorgeplaas te word na die gemeenskapshof
xho,umsebenzi ondilisekileyo yinto abantu abafuna ukuyiphumeza kwiintsuku zabo zemisebenzi isukela kwinto yokuqonda ukuba umsebenzi sisiseko sesidima somntu kuquka namathuba alinganayo kunye nokuphathwa kwawo onke amadoda nabafazi
eng,the accounting officer shall cause such records of account to be kept as are necessary to represent fairly the state of affairs and business of the sabs and to explain the transactions and financial position of the business of the sabs
ssw,njengobe sesifundze tifundzo letifanele etinhlelweni tangembili letimayelana nekutfutfukisa tindzawo tasemakhaya sikhetse masipala lomkhulu wasegiyani esifundzeni saselimpopo njengemklamo wekucala walomkhankhaso kulemiklamo kulapho sitawutfola khona tifundvo ngaloko lesitakusebentisa eliveni lonkhe
ven,tshiwe hafhu cge ndi iwe foramu ya thungo yo itelwaho mulayo wonoyo izwi zwi amba uri muofisi wa u tshimbidza wa khothe ya ndinganyiso a nga rumela aya mafhungo kha cge uri a shumiwe u ya nga maana ayo na mishumo yayo
zul,ukwenza ucwaningo oluhlanganisa ukushicilelwa kwencwajana yabantu abenza imisebenzi yezandla ukwenza ucwaningo ekwakheni ubuhlalu obuyingilazi kanye nomthelela obekhona ngenxa yesonto lezomculo waseningizimu afrika
ssw,kusebenta nemkhakha wangasese njengemabhangi kwenta tindlu tekuhlala tifinyeleleke ebantfwini labengetiwe kukhipha tihibe letenta kube lukhuni kutsi bantfu batfole tikweledu tekutsenga nobe tekwakha tindlu
sot,bedisa metsi a nowang pele ha o se na bonnete ba hore a lokile ho ka nowa metsi a tswang pompong hangata a batla a baballehile empa ha e le a tswang mehloding e meng jwalo ka dinokeng le matsheng ha a jwalo
afr,indien n werknemer ontslaan word omrede die werkgewer se bedryfsvereistes na n proses van oorlegpleging ingevolge artikel wat slegs op daardie werknemer van toepassing was kan die werknemer verkies om die geskil na arbitrasie of na die arbeidshof te verwys
xho,igcisa lenzululwazi ngengqondo alisayi kufihla ulwazi iingxelo okanye iirekhodi eziphantsi kolawulo lwalo olufunelwa ukunyanga umxumi obandakanyekayo okanye nasiphi isenzo senkundla ngenxa yokungahlawulwa
nso,diweithara tše tshela tša resturente ya woodstock di ile tša golegwa mabapi le dikarata tša kheretiti tše di kopišitšwego bao go kwalago gore ba be ba dira bofora bja khomphutheng gomme ba ntšha tšhelete ka motšheneng wa tšhelete
tso,swi teka ndhawu endzaku ka nkarhi wo leha naswona ii mhaka leyi tshamaka yi humelela nkarhi na nkarhi ku dyondza ku ta tshama ku ri karhi ku kamberiwa nkarhi na nkarhi ku kondza loko lembe ri ya ku chapu
xho,lungisa igumbi elilodwa lokuvotela ekususela kwintlanganiso yokumiswa eli gumbi kufuneka linesaziso apho bonke abagqatswa abamisiweyo babhalwe ngokwe-alfabhethi kunye neenombolo emacaleni kunyulo lwabazali isaziso kufuneka sichaze ukuba bangaphi abaphathi abonyulwayo
eng,if a member dies or by written notice directed to the minister resigns or in terms of subsection or ceases to be a member the minister may subject to the provisions of this section appoint a person in his place for the unexpired portion of his term of office
xho,uphengululo lwakhe nawuphina umntu okanye isakhiwo luyakuqhutywa kunanzwe intlonipho nocwangco kwaye umfazi uyakuphengululwa ngumfazi kwaye ukuba akukho polisa lomfazi elikhoyo uphengululo luyakwenziwa nangowuphina umfazi onyulwe ukuba enze oko
nbl,lokha nakupheliswa umtjhado ngokufa umlingani oseleko uzakuba nelungelo lokufaka isibizo elifeni lakamufi malungana nelobolo elingakakhutjhwa namkha elingakaqedwa nofana nakungasinjalo kube malungana nanofana yini ephathekako eyamukelwa mthetho wesi-islamu
tso,masiku lama boxiweke eka nawu wa tiholodeyi ya fanele ku nyikiwa vatirhi kambe mintlawa yi nga pfumelelana ku engetela tiholodeyi ku tirha hi tiholodeyi i ko tihlawulela naswona mutirhi wa le kaya a nge sindzisiwi ku tirha hi holodeyi
sot,lenaneo lena le etsetswa bana le batswadi mme le tsepame dintlheng tse kang dikgoka malapeng tlhekefetso ka motabo le tlhekefetso e nngwe ya bana aids le tshebediso e mpe ya dithethefatsi ikopanye le mosebeletsi wa laeborari ya heno mabapi le dintlha tse toma
afr,sedert april vanjaar het die virus wêreldwyd vinnig na lande versprei in afrika het dit tot dusver na slegs lande versprei terwyl ek hierdie brief skryf het die virus reeds wêreldwyd mense geïnfekteer laboratorium-bevestig met bevestigde sterftes
ssw,alikho licala lelitawubekwa umbuso nganobe ngumuphi umonakalo emphahleni yemnikati welayisensi kulandzela kusebenta lokwentiwa ngumbuso nobe egameni lembuso nganobe nguyiphi imbangela ngaphandle uma lowo monakalo ubangwe budlabha ecadzini lemcashwa wembuso ekwenteni umsebenti wakhe lowetayelekile
ven,u vhona uri maambiwa a newa miraḓo u a faela na u a vhea fhethu ho tsireledzeaho kha vha humbule maambiwa ndi rekhodo ya muṱangano lwa mulayo hezwi zwo rali ndi zwa ndeme uri a vhewa fhethu ho tsireledzeaho vhathu vha anzela u sedza maambiwa a miṱangano na u ḓola tsheo dze dza itwa
eng,the other staff of the commission shall be appointed on such terms and conditions and shall receive such remuneration allowances and other service benefits as the chief executive officer may determine in accordance with the regulations under section
zul,lapha eningizimu afrika isikhathi sabalimi abasakhulayo sesifikile - kufanele basukume bazimisele bafanele bakhawule ukubheka uhhulumeni neminye imihlangano ukuthola usizo bafanele babambe izintambo ukuqinisa ikusasa labo
tsn,diforomo tsa kopo di ka tsewa gongwe go isiwa kwa yuniting ya patlisiso ya kelotefo ya makgetho a melelwane nomoro tsela ya ngaka lategan groenkloof tshwane go tloga ka mosupologo go ya go labotlhano magareng ga le
sot,bashemane kapa banana bohle ba lebang mophatong ba tlameha ho ba le tlaleho ya bongaka e mabapi le boemo ba bona ba bophelo bo botle e sa feteng matsatsi a foromong e laetsweng e tswang ho mooki wa tlhokomelo ya mantlha ya bophelo bo botle kapa ho mosebeletsi wa bongaka pele a amohelwa mophatong
ven,nganeapfufhi iyi i amba nga ha muṅwe muṱhannga we a vha a tshi pfi ludzhasi ludzhasi o vha e muṱhannga ane a sa ḓidzhiele fhasi na u sa funzea hawe muthu wa vhudele wa u ḓifuna vhoṱhe vhane vha mu ḓivha afha hosiṱele ya dube vho vha vha tshi zwi ḓivha uri ndi nzhinga ya dzinzhinga
tso,h aux nls kumbe h lu yi hangalasa matsalwa kuya eka tinhloko ta vuhundzuluxi lava nga na vutihlamuleri byo ya hundzisela eka vahundzuluxi lava faneleke a ku na ntirho lowu nga ta nyikiwa muhundzuluxi emavokweni
eng,on average african respondents reported higher expenditure than income earned whereas coloured respondents accounted for most of the income through expenses and savings listed asians and whites had more disposable income after savings and expenses
ven,u kona u swikelela rekhodo dzo itiwaho mutevhe afha ndi dzine dza tea u tou humbelwa hu tshi khou tevhedzwa mulayo hedzi rekhodo dzi nga humbelwa kha mufarisa muofisiri wa muhasho wa lushaka wa zwa vhudzulo dzinnu hu tshi khou tevhedzwa maitele a khumbelo sa zwe zwa bulwa kha ndimana afha fhasi
tsn,ga go a tshwanela gore go dirisiwe serori se se boima mo tseleng ya botlhe ntle le fela fa dikarolo tsotlhe tsa seterebo di tlhokometswe gore di mo seemong se se letlang gore serori se laolege sentle ka pabalesego
tso,loko ku ya hi mbuyelo vukambisisi byi endliwa ku ya hi xiphemu ntsongo xa muofisiri-nkulu u ni xivangelo xo va a tshemba leswaku vulawuri bya munyiki bya tilayisense bya provhinsi byi tsandzekile ku fambisana na provhixini yinwana na yin
eng,as a sector regulator the department has a role to ensure the provision of water services to the south african population during the year under review the department provided support to water services development plans wsdps for various municipalities as well as to seven provincial plans
afr,om begrotings en ontwikkelingsplanne goed te keur elke jaar moet n munisipale begroting goedgekeur word wat uiteensit hoe geld bekom en bestee sal word die munisipaliteit moet ook die geïntegreerde ontwikkelingsplan goedkeur
nbl,umuntu wokurholophala unomphela kubalwa ngendlela efanako nokubhadelwa kwesikhathi esithileko mayelana nokurholophala unomphela isikhatjhana nayikuthi ukurholophala komsebenzi kungaphasi kwe- umhlalaphasi ubalwa ngokuya kokulimalokho
nbl,ukufezakaliswa ko mbono nerhelo lokuziphatha lezobudlelwana babasebenzi kezelimo elitlanywe ngezelimo ezihlelweko iinyonyana zabasebenzi kanye nomnyango wezabasebenzi ngokusebenzisana netjhuguluko emakethe yabasebenzi
zul,njengoba sigubha ukukhululwa kukamadiba namhlanje siyaphinda siyazibophezela ekubuyisaneni kubumbano lukazwelonke ukungacwasi kanye nokwakha ingomuso elingcono sonke njengezakhamizi zaseningizimu afrika abamnyama nabamhlophe
zul,umhlaba jikelele ufanele ubone ukuthi iningizimu afrika iyakwazi ukusekela ukuthuthukisa ukwakha amabio-fuel ezindaweni zaseningizimu sahara afrika lokhu akungeke kusekele izimiso zeasgisa kuphela kodwa kuzosekela lezo zenepad okuzokwakha ikusasa elihle lezizukulwane ezizayo
xho,isigqeba sezibheno singasiqinisekisa eso sigqibo okanye loo myalelo kufakwe isibheno ngawo okanye senze izilungiso okanye sisikhabe size ke sibeke esinye endaweni yaso eso okanye endaweni yawo loo myalelo ngokokufuna kweemeko
eng,enter upon any land in so far as this may be necessary in order to exercise z power conferred on him or her by the provisions of this act provided tha entry may not be gained to a residence after dark without a warrant or thf occupier s permission
eng,an interdepartmental task team comprising officials of the departments of justice of provincial and local government and of land affairs was appointed to draft the required policy in conjunction with the national and provincial houses of traditional leadership
xho,uphuhliso lwendawo yokuhlala lujolise ekukhuthazeni nokuqinisa indlela yokuhlala koluntu entshona koloni ehlangeneyo nezinzileyo ikwalawula ukuhlala kwabantu ngokusemthethweni ngokukhangela ukuhlala ngokungekho mthethweni kwiipropati zezindlu zasentshona koloni
zul,ngokuka- mtef imali ungu-r wezigidigidi engeziwe yayisezicelweni zeminyango kahulumeni lokhu kusho isabelo esingu-r wezigidigidi ekhona kwisifundaze ngenxa yokunganeli kwezimali kwadingeka ukuba kubhekisiswe izidingo ngqali - lokho empeleni kuchaza kahle kamhlophe ukuthi siyini isabelo-zimali
tso,ku endla milawu ya mafambiselo leyi khumbhaka ntirho wa wona ku karhi ku tekeriwa nhlokweni xidemokrasi xa vuyimeri na ku nghenela eka ku veka milawu vutihlamuleri ku tirhela rivalena na ku nghenisa vanhu va tiko
nbl,ngokwesekhtjheni yomthetho ophathelene nalokhu unelungelo lokudlulisela isililo sakho kusomkhandlu wezehlalakuhle ngokutlola incwadi uyithumele e-adresini elandelako kungakapheli amalanga amatjhumi alithoba ukusukela mhlazana uthola incwadi le
ven,arali buthano ḽa lushaka ḽi tshi dzhia mulayotibe nga nḓila ye wa lavhelelwa ngayo kha khethekanyo ṱhukhu ya g kana h mulayotibe hoyo u nga phasiswa fhedzi arali tshigwada tshihulwane tsha miraḓo ya buthano tshi tshi vouthela u phasiswa ha mulayotibe uyo
tso,timali ta mpfuneto - eka vanhu va wa mamiliyoni lava nga amukela timali ta mpfuneto wa tiyindlu hi nhungu wa mamiliyoni va amukele timali ta mpfuneto wa vana wa timali ta ku pfuneta eka nxavo wa tiyindlu ti nyiketiwe mindyangu leyi lawulaka hi vavasati
